cveID,vendor,product,state,cwe_description,vector_string,cweID,assignerShortName,datePublished
CVE-2013-0838,Chrome,n/a,PUBLISHED,Google Chrome before 24.0.1312.52 on Linux uses weak permissions for shared memory segments; which has unspecified impact and attack vectors.,,,Chrome,2013-01-15T21:00:00
CVE-2013-0839,Chrome,n/a,PUBLISHED,Use-after-free vulnerability in Google Chrome before 24.0.1312.56 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to the handling of fonts in CANVAS elements.,,,Chrome,2013-01-24T21:00:00
CVE-2013-0840,Chrome,n/a,PUBLISHED,Google Chrome before 24.0.1312.56 does not validate URLs during the opening of new windows; which has unspecified impact and remote attack vectors.,,,Chrome,2013-01-24T21:00:00
CVE-2013-0841,Chrome,n/a,PUBLISHED,Array index error in the content-blocking functionality in Google Chrome before 24.0.1312.56 allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors.,,,Chrome,2013-01-24T21:00:00
CVE-2013-0842,Chrome,n/a,PUBLISHED,Google Chrome before 24.0.1312.56 does not properly handle %00 characters in pathnames; which has unspecified impact and attack vectors.,,,Chrome,2013-01-24T21:00:00
CVE-2013-0843,Chrome,n/a,PUBLISHED,content/renderer/media/webrtc_audio_renderer.cc in Google Chrome before 24.0.1312.56 on Mac OS X does not use an appropriate buffer size for the 96 kHz sampling rate; which allows remote attackers to cause a denial of service (memory corruption and application crash) or possibly have unspecified other impact via a web site that provides WebRTC audio.,,,Chrome,2022-10-03T16:15:04
CVE-2013-0844,Chrome,n/a,PUBLISHED,Off-by-one error in the adpcm_decode_frame function in libavcodec/adpcm.c in FFmpeg before 1.0.4 allows remote attackers to have an unspecified impact via crafted DK4 data; which triggers an out-of-bounds array access.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0845,Chrome,n/a,PUBLISHED,libavcodec/alsdec.c in FFmpeg before 1.0.4 allows remote attackers to have an unspecified impact via a crafted block length; which triggers an out-of-bounds write.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0846,Chrome,n/a,PUBLISHED,Array index error in the qdm2_decode_super_block function in libavcodec/qdm2.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via crafted QDM2 data; which triggers an out-of-bounds array access.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0847,Chrome,n/a,PUBLISHED,The ff_id3v2_parse function in libavformat/id3v2.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via ID3v2 header data; which triggers an out-of-bounds array access.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0848,Chrome,n/a,PUBLISHED,The decode_init function in libavcodec/huffyuv.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via a crafted width in huffyuv data with the predictor set to median and the colorspace set to YUV422P; which triggers an out-of-bounds array access.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0849,Chrome,n/a,PUBLISHED,The roq_decode_init function in libavcodec/roqvideodec.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via a crafted (1) width or (2) height dimension that is not a multiple of sixteen in id RoQ video data.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0850,Chrome,n/a,PUBLISHED,The decode_slice_header function in libavcodec/h264.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via crafted H.264 data; which triggers an out-of-bounds array access.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0851,Chrome,n/a,PUBLISHED,The decode_frame function in libavcodec/eamad.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via crafted Electronic Arts Madcow video data; which triggers an out-of-bounds array access.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0852,Chrome,n/a,PUBLISHED,The parse_picture_segment function in libavcodec/pgssubdec.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via crafted RLE data; which triggers an out-of-bounds array access.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0853,Chrome,n/a,PUBLISHED,The wavpack_decode_frame function in libavcodec/wavpack.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via crafted WavPack data; which triggers an out-of-bounds array access; possibly due to an off-by-one error.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0854,Chrome,n/a,PUBLISHED,The mjpeg_decode_scan_progressive_ac function in libavcodec/mjpegdec.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via crafted MJPEG data.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0855,Chrome,n/a,PUBLISHED,Integer overflow in the alac_decode_close function in libavcodec/alac.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via a large number of samples per frame in Apple Lossless Audio Codec (ALAC) data; which triggers an out-of-bounds array access.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0856,Chrome,n/a,PUBLISHED,The lpc_prediction function in libavcodec/alac.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via crafted Apple Lossless Audio Codec (ALAC) data; related to a large nb_samples value.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0857,Chrome,n/a,PUBLISHED,The decode_frame_ilbm function in libavcodec/iff.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via a crafted height value in IFF PBM/ILBM bitmap data.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0858,Chrome,n/a,PUBLISHED,The atrac3_decode_init function in libavcodec/atrac3.c in FFmpeg before 1.0.4 allows remote attackers to have an unspecified impact via ATRAC3 data with the joint stereo coding mode set and fewer than two channels.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0859,Chrome,n/a,PUBLISHED,The add_doubles_metadata function in libavcodec/tiff.c in FFmpeg before 1.1 allows remote attackers to have an unspecified impact via a negative or zero count value in a TIFF image; which triggers an out-of-bounds array access.,,,Chrome,2013-12-07T21:00:00
CVE-2013-0860,Chrome,n/a,PUBLISHED,The ff_er_frame_end function in libavcodec/error_resilience.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.1 does not properly verify that a frame is fully initialized; which allows remote attackers to trigger a NULL pointer dereference via crafted picture data.,,,Chrome,2013-11-23T18:00:00
CVE-2013-0861,Chrome,n/a,PUBLISHED,The avcodec_decode_audio4 function in libavcodec/utils.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.1 allows remote attackers to trigger memory corruption via vectors related to the channel layout.,,,Chrome,2013-11-23T18:00:00
CVE-2013-0862,Chrome,n/a,PUBLISHED,Multiple integer overflows in the process_frame_obj function in libavcodec/sanm.c in FFmpeg before 1.1.2 allow remote attackers to have an unspecified impact via crafted image dimensions in LucasArts Smush video data; which triggers an out-of-bounds array access.,,,Chrome,2013-11-23T18:00:00
CVE-2013-0863,Chrome,n/a,PUBLISHED,Buffer overflow in the rle_decode function in libavcodec/sanm.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.2 allows remote attackers to have an unspecified impact via crafted LucasArts Smush video data.,,,Chrome,2013-11-23T18:00:00
CVE-2013-0864,Chrome,n/a,PUBLISHED,"The gif_copy_img_rect function in libavcodec/gifdec.c in FFmpeg before 1.1.2 performs an incorrect calculation for an ""end pointer;"" which allows remote attackers to have an unspecified impact via crafted GIF data that triggers an out-of-bounds array access.",,,Chrome,2013-11-23T18:00:00
CVE-2013-0865,Chrome,n/a,PUBLISHED,The vqa_decode_chunk function in libavcodec/vqavideo.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.2 allows remote attackers to have an unspecified impact via a large (1) cbp0 or (2) cbpz chunk in Westwood Studios VQA Video file; which triggers an out-of-bounds write.,,,Chrome,2013-11-23T18:00:00
CVE-2013-0866,Chrome,n/a,PUBLISHED,The aac_decode_init function in libavcodec/aacdec.c in FFmpeg before 1.0.4 and 1.1.x before 1.1.2 allows remote attackers to have an unspecified impact via a large number of channels in an AAC file; which triggers an out-of-bounds array access.,,,Chrome,2013-11-23T18:00:00
CVE-2013-0867,Chrome,n/a,PUBLISHED,The decode_slice_header function in libavcodec/h264.c in FFmpeg before 1.1.2 does not properly check when the pixel format changes; which allows remote attackers to have unspecified impact via crafted H.264 video data; related to an out-of-bounds array access.,,,Chrome,2013-11-23T18:00:00
CVE-2013-0868,Chrome,n/a,PUBLISHED,"libavcodec/huffyuvdec.c in FFmpeg before 1.1.2 allows remote attackers to have an unspecified impact via crafted Huffyuv data; related to an out-of-bounds write and (1) unchecked return codes from the init_vlc function and (2) ""len==0 cases.""",,,Chrome,2013-11-23T18:00:00
CVE-2013-0869,Chrome,n/a,PUBLISHED,The field_end function in libavcodec/h264.c in FFmpeg before 1.1.2 allows remote attackers to have an unspecified impact via crafted H.264 data; related to an SPS and slice mismatch and an out-of-bounds array access.,,,Chrome,2013-11-23T18:00:00
CVE-2013-0870,Chrome,n/a,PUBLISHED,The 'vp3_decode_frame' function in FFmpeg 1.1.4 moves threads check out of header packet type check.,,,Chrome,2017-08-28T15:00:00
CVE-2013-0871,Chrome,n/a,PUBLISHED,Race condition in the ptrace functionality in the Linux kernel before 3.7.5 allows local users to gain privileges via a PTRACE_SETREGS ptrace system call in a crafted application; as demonstrated by ptrace_death.,,,Chrome,2013-02-18T02:00:00
CVE-2013-0872,Chrome,n/a,PUBLISHED,The swr_init function in libswresample/swresample.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via an invalid or unsupported (1) input or (2) output channel layout; related to an out-of-bounds array access.,,,Chrome,2013-11-23T17:00:00
CVE-2013-0873,Chrome,n/a,PUBLISHED,"The read_header function in libavcodec/shorten.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via an invalid channel count; related to ""freeing invalid addresses.""",,,Chrome,2013-11-23T17:00:00
CVE-2013-0874,Chrome,n/a,PUBLISHED,The (1) doubles2str and (2) shorts2str functions in libavcodec/tiff.c in FFmpeg before 1.1.3 allow remote attackers to have an unspecified impact via a crafted TIFF image; related to an out-of-bounds array access.,,,Chrome,2013-11-23T17:00:00
CVE-2013-0875,Chrome,n/a,PUBLISHED,The ff_add_png_paeth_prediction function in libavcodec/pngdec.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via a crafted PNG image; related to an out-of-bounds array access.,,,Chrome,2013-11-23T17:00:00
CVE-2013-0876,Chrome,n/a,PUBLISHED,Multiple integer overflows in the (1) old_codec37 and (2) old_codec47 functions in libavcodec/sanm.c in FFmpeg before 1.1.3 allow remote attackers to have an unspecified impact via crafted LucasArts Smush data; which triggers an out-of-bounds array access.,,,Chrome,2013-11-23T17:00:00
CVE-2013-0877,Chrome,n/a,PUBLISHED,The old_codec37 function in libavcodec/sanm.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via crafted LucasArts Smush data that has a large size when decoded; related to an out-of-bounds array access.,,,Chrome,2013-11-23T17:00:00
CVE-2013-0878,Chrome,n/a,PUBLISHED,The advance_line function in libavcodec/targa.c in FFmpeg before 1.1.3 allows remote attackers to have an unspecified impact via crafted Targa image data; related to an out-of-bounds array access.,,,Chrome,2013-11-23T17:00:00
CVE-2013-0879,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; does not properly implement web audio nodes; which allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0880,Chrome,n/a,PUBLISHED,Use-after-free vulnerability in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to databases.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0881,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service (incorrect read operation) via crafted data in the Matroska container format.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0882,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service (incorrect memory access) or possibly have unspecified other impact via a large number of SVG parameters.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0883,Chrome,n/a,PUBLISHED,Skia; as used in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service (incorrect read operation) via unspecified vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0884,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; does not properly load Native Client (aka NaCl) code; which has unspecified impact and attack vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0885,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; does not properly restrict API privileges during interaction with the Chrome Web Store; which has unspecified impact and attack vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0886,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.99 on Mac OS X does not properly implement signal handling for Native Client (aka NaCl) code; which has unspecified impact and attack vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0887,Chrome,n/a,PUBLISHED,The developer-tools process in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; does not properly restrict privileges during interaction with a connected server; which has unspecified impact and attack vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0888,Chrome,n/a,PUBLISHED,"Skia; as used in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service (out-of-bounds read) via vectors related to a ""user gesture check for dangerous file downloads.""",,,Chrome,2013-02-23T21:00:00
CVE-2013-0889,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; does not properly enforce a user gesture requirement before proceeding with a file download; which might make it easier for remote attackers to execute arbitrary code via a crafted file.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0890,Chrome,n/a,PUBLISHED,Multiple unspecified vulnerabilities in the IPC layer in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allow remote attackers to cause a denial of service (memory corruption) or possibly have other impact via unknown vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0891,Chrome,n/a,PUBLISHED,Integer overflow in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service or possibly have unspecified other impact via a blob.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0892,Chrome,n/a,PUBLISHED,Multiple unspecified vulnerabilities in the IPC layer in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allow remote attackers to cause a denial of service or possibly have other impact via unknown vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0893,Chrome,n/a,PUBLISHED,Race condition in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to media.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0894,Chrome,n/a,PUBLISHED,Buffer overflow in the vorbis_parse_setup_hdr_floors function in the Vorbis decoder in vorbisdec.c in libavcodec in FFmpeg through 1.1.3; as used in Google Chrome before 25.0.1364.97 on Windows and Linux and before 25.0.1364.99 on Mac OS X and other products; allows remote attackers to cause a denial of service (divide-by-zero error or out-of-bounds array access) or possibly have unspecified other impact via vectors involving a zero value for a bark map size.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0895,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.97 on Linux; and before 25.0.1364.99 on Mac OS X; does not properly handle pathnames during copy operations; which might make it easier for remote attackers to execute arbitrary programs via unspecified vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0896,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; does not properly manage memory during message handling for plug-ins; which allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0897,Chrome,n/a,PUBLISHED,Off-by-one error in the PDF functionality in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service via a crafted document.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0898,Chrome,n/a,PUBLISHED,Use-after-free vulnerability in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors involving a URL.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0899,Chrome,n/a,PUBLISHED,Integer overflow in the padding implementation in the opus_packet_parse_impl function in src/opus_decoder.c in Opus before 1.0.2; as used in Google Chrome before 25.0.1364.97 on Windows and Linux and before 25.0.1364.99 on Mac OS X and other products; allows remote attackers to cause a denial of service (out-of-bounds read) via a long packet.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0900,Chrome,n/a,PUBLISHED,Race condition in the International Components for Unicode (ICU) functionality in Google Chrome before 25.0.1364.97 on Windows and Linux; and before 25.0.1364.99 on Mac OS X; allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors.,,,Chrome,2013-02-23T21:00:00
CVE-2013-0902,Chrome,n/a,PUBLISHED,Use-after-free vulnerability in the frame-loader implementation in Google Chrome before 25.0.1364.152 allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0903,Chrome,n/a,PUBLISHED,Use-after-free vulnerability in Google Chrome before 25.0.1364.152 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to the handling of browser navigation.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0904,Chrome,n/a,PUBLISHED,The Web Audio implementation in Google Chrome before 25.0.1364.152 allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0905,Chrome,n/a,PUBLISHED,Use-after-free vulnerability in Google Chrome before 25.0.1364.152 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors involving an SVG animation.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0906,Chrome,n/a,PUBLISHED,The IndexedDB implementation in Google Chrome before 25.0.1364.152 allows remote attackers to cause a denial of service (memory corruption) or possibly have unspecified other impact via unknown vectors.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0907,Chrome,n/a,PUBLISHED,Race condition in Google Chrome before 25.0.1364.152 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors related to the handling of media threads.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0908,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.152 does not properly manage bindings of extension processes; which has unspecified impact and attack vectors.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0909,Chrome,n/a,PUBLISHED,The XSS Auditor in Google Chrome before 25.0.1364.152 allows remote attackers to obtain sensitive HTTP Referer information via unspecified vectors.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0910,Chrome,n/a,PUBLISHED,Google Chrome before 25.0.1364.152 does not properly manage the interaction between the browser process and renderer processes during authorization of the loading of a plug-in; which makes it easier for remote attackers to bypass intended access restrictions via vectors involving a blocked plug-in.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0911,Chrome,n/a,PUBLISHED,Directory traversal vulnerability in Google Chrome before 25.0.1364.152 allows remote attackers to have an unspecified impact via vectors related to databases.,,,Chrome,2013-03-04T22:00:00
CVE-2013-0912,Chrome,n/a,PUBLISHED,"WebKit in Google Chrome before 25.0.1364.160 allows remote attackers to execute arbitrary code via vectors that leverage ""type confusion.""",,,Chrome,2013-03-11T10:00:00
CVE-2013-0913,Chrome,n/a,PUBLISHED,Integer overflow in drivers/gpu/drm/i915/i915_gem_execbuffer.c in the i915 driver in the Direct Rendering Manager (DRM) subsystem in the Linux kernel through 3.8.3; as used in Google Chrome OS before 25.0.1364.173 and other products; allows local users to cause a denial of service (heap-based buffer overflow) or possibly have unspecified other impact via a crafted application that triggers many relocation copies; and potentially leads to a race condition.,,,Chrome,2013-03-18T15:00:00
CVE-2013-0914,Chrome,n/a,PUBLISHED,The flush_signal_handlers function in kernel/signal.c in the Linux kernel before 3.8.4 preserves the value of the sa_restorer field across an exec operation; which makes it easier for local users to bypass the ASLR protection mechanism via a crafted application containing a sigaction system call.,,,Chrome,2013-03-22T10:00:00
CVE-2013-0915,Chrome,n/a,PUBLISHED,"The GPU process in Google Chrome OS before 25.0.1364.173 allows attackers to cause a denial of service or possibly have unspecified other impact via vectors related to an ""overflow.""",,,Chrome,2022-10-03T16:15:04
CVE-2013-0916,Chrome,n/a,PUBLISHED,Use-after-free vulnerability in the Web Audio implementation in Google Chrome before 26.0.1410.43 allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0917,Chrome,n/a,PUBLISHED,The URL loader in Google Chrome before 26.0.1410.43 allows remote attackers to cause a denial of service (out-of-bounds read) via unspecified vectors.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0918,Chrome,n/a,PUBLISHED,Google Chrome before 26.0.1410.43 does not prevent navigation to developer tools in response to a drag-and-drop operation; which allows user-assisted remote attackers to have an unspecified impact via a crafted web site.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0919,Chrome,n/a,PUBLISHED,Use-after-free vulnerability in Google Chrome before 26.0.1410.43 on Linux allows remote attackers to cause a denial of service or possibly have unspecified other impact by leveraging the presence of an extension that creates a pop-up window.,,,Chrome,2022-10-03T16:15:02
CVE-2013-0920,Chrome,n/a,PUBLISHED,Use-after-free vulnerability in the extension bookmarks API in Google Chrome before 26.0.1410.43 allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0921,Chrome,n/a,PUBLISHED,The Isolated Sites feature in Google Chrome before 26.0.1410.43 does not properly enforce the use of separate processes; which makes it easier for remote attackers to bypass intended access restrictions via a crafted web site.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0922,Chrome,n/a,PUBLISHED,Google Chrome before 26.0.1410.43 does not properly restrict brute-force access attempts against web sites that require HTTP Basic Authentication; which has unspecified impact and attack vectors.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0923,Chrome,n/a,PUBLISHED,The USB Apps API in Google Chrome before 26.0.1410.43 allows remote attackers to cause a denial of service (memory corruption) via unspecified vectors.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0924,Chrome,n/a,PUBLISHED,The extension functionality in Google Chrome before 26.0.1410.43 does not verify that use of the permissions API is consistent with file permissions; which has unspecified impact and attack vectors.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0925,Chrome,n/a,PUBLISHED,Google Chrome before 26.0.1410.43 does not ensure that an extension has the tabs (aka APIPermission::kTab) permission before providing a URL to this extension; which has unspecified impact and remote attack vectors.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0926,Chrome,n/a,PUBLISHED,Google Chrome before 26.0.1410.43 does not properly handle active content in an EMBED element during a copy-and-paste operation; which allows user-assisted remote attackers to have an unspecified impact via a crafted web site.,,,Chrome,2013-03-28T10:00:00
CVE-2013-0927,Chrome,n/a,PUBLISHED,Google Chrome OS before 26.0.1410.57 relies on a Pango pango-utils.c read_config implementation that loads the contents of the .pangorc file in the user's home directory; and the file referenced by the PANGO_RC_FILE environment variable; which allows attackers to bypass intended access restrictions via crafted configuration data.,,,Chrome,2022-10-03T16:15:03
CVE-2013-0928,dell,n/a,PUBLISHED,"The NetWorker command processor in rrobotd.exe in the Device Manager in EMC AlphaStor 4.0 before build 800 allows remote attackers to execute arbitrary commands via a DCP ""run command"" operation.",,,dell,2013-01-21T21:00:00
CVE-2013-0929,dell,n/a,PUBLISHED,Format string vulnerability in the _vsnsprintf function in rrobotd.exe in the Device Manager in EMC AlphaStor 4.0 before build 800 allows remote attackers to execute arbitrary code via format string specifiers in a command.,,,dell,2013-01-21T21:00:00
CVE-2013-0930,dell,n/a,PUBLISHED,Buffer overflow in Drive Control Program (DCP) in EMC AlphaStor 4.0 before build 814 allows remote attackers to execute arbitrary code via vectors involving a new device name.,,,dell,2013-01-31T15:00:00
CVE-2013-0931,dell,n/a,PUBLISHED,EMC RSA Authentication Agent 7.1.x before 7.1.2 on Windows does not enforce the Quick PIN Unlock timeout feature; which allows physically proximate attackers to bypass the passcode requirement for a screensaved session by entering a PIN after timeout expiration.,,,dell,2022-10-03T16:15:02
CVE-2013-0932,dell,n/a,PUBLISHED,EMC RSA Archer 5.x before GRC 5.3SP1; and Archer Smart Suite Framework 4.x; allows remote authenticated users to bypass intended access restrictions and upload arbitrary files via unspecified vectors.,,,dell,2022-10-03T16:15:03
CVE-2013-0933,dell,n/a,PUBLISHED,Multiple cross-site scripting (XSS) vulnerabilities in EMC RSA Archer 5.x before GRC 5.3SP1; and Archer Smart Suite Framework 4.x; allow remote attackers to inject arbitrary web script or HTML via unspecified vectors.,,,dell,2022-10-03T16:15:03
CVE-2013-0934,dell,n/a,PUBLISHED,EMC RSA Archer 5.x before GRC 5.3SP1; and Archer Smart Suite Framework 4.x; allows remote authenticated users to bypass intended access restrictions and modify global reports via unspecified vectors.,,,dell,2022-10-03T16:15:03
CVE-2013-0935,dell,n/a,PUBLISHED,EMC Smarts Network Configuration Manager (NCM) before 9.2 does not require authentication for all Java RMI method calls; which allows remote attackers to execute arbitrary code via unspecified vectors.,,,dell,2022-10-03T16:15:04
CVE-2013-0936,dell,n/a,PUBLISHED,Cross-site scripting (XSS) vulnerability in EMC Smarts IP Manager; Smarts Service Assurance Manager; Smarts Server Manager; Smarts VoIP Availability Manager; Smarts Network Protocol Manager; and Smarts MPLS Manager before 9.2 allows remote attackers to inject arbitrary web script or HTML via a crafted URL.,,,dell,2022-10-03T16:15:03
CVE-2013-0937,dell,n/a,PUBLISHED,Session fixation vulnerability in EMC Documentum Webtop before 6.7 SP2; Documentum WDK before 6.7 SP2; Documentum Taskspace before 6.7 SP2; and Documentum Records Manager before 6.7 SP2 allows remote attackers to hijack web sessions via unspecified vectors.,,,dell,2022-10-03T16:15:05
CVE-2013-0938,dell,n/a,PUBLISHED,Cross-site scripting (XSS) vulnerability in EMC Documentum Webtop before 6.7 SP2; Documentum WDK before 6.7 SP2; Documentum Taskspace before 6.7 SP2; and Documentum Records Manager before 6.7 SP2 allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,,,dell,2022-10-03T16:15:03
CVE-2013-0939,dell,n/a,PUBLISHED,"EMC Documentum Webtop before 6.7 SP2; Documentum WDK before 6.7 SP2; Documentum Taskspace before 6.7 SP2; and Documentum Records Manager before 6.7 SP2 allow remote attackers to obtain sensitive information via vectors involving cross-origin frame navigation; related to a ""Cross Frame Scripting"" issue.",,,dell,2022-10-03T16:15:04
CVE-2013-0940,dell,n/a,PUBLISHED,The nsrpush process in the client in EMC NetWorker before 7.6.5.3 and 8.x before 8.0.1.4 sets weak permissions for unspecified files; which allows local users to gain privileges via unknown vectors.,,,dell,2022-10-03T16:15:04
CVE-2013-0941,dell,n/a,PUBLISHED,EMC RSA Authentication API before 8.1 SP1; RSA Web Agent before 5.3.5 for Apache Web Server; RSA Web Agent before 5.3.5 for IIS; RSA PAM Agent before 7.0; and RSA Agent before 6.1.4 for Microsoft Windows use an improper encryption algorithm and a weak key for maintaining the stored data of the node secret for the SecurID Authentication API; which allows local users to obtain sensitive information via cryptographic attacks on this data.,,,dell,2022-10-03T16:15:03
CVE-2013-0942,dell,n/a,PUBLISHED,Cross-site scripting (XSS) vulnerability in EMC RSA Authentication Agent 7.1 before 7.1.1 for Web for Internet Information Services; and 7.1 before 7.1.1 for Web for Apache; allows remote attackers to inject arbitrary web script or HTML via unspecified vectors.,,,dell,2022-10-03T16:15:02
